Date,Poll,URL,Approve,Disapprove,Neutral/No Opinion,Sample Size,Rating
2025-01-23,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,56,40,4,,C+
2025-01-24,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,42,5,,C+
2025-01-27,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,43,5,,C+
2025-01-28,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,44,4,,C+
2025-01-29,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,45,3,,C+
2025-01-30,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,47,3,,C+
2025-01-31,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,45,3,,C+
2025-02-03,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,45,3,,C+
2025-02-04,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,45,3,,C+
2025-02-05,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,45,4,,C+
2025-02-06,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,45,4,,C+
2025-02-07,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,45,4,,C+
2025-02-10,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,45,3,,C+
2025-02-11,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,45,2,,C+
2025-02-12,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,45,2,,C+
2025-02-13,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,54,44,2,,C+
2025-02-14,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,54,44,2,,C+
2025-02-17,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,45,2,,C+
2025-02-18,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,46,2,,C+
2025-02-19,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,45,2,,C+
2025-02-20,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-02-21,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-02-24,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-02-25,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-02-26,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-02-27,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-02-28,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-03,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-04,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-05,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-03-06,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-07,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-10,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-03-11,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-12,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-03-13,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-03-14,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-03-17,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-18,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,47,3,,C+
2025-03-19,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-20,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-03-21,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-03-24,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,46,2,,C+
2025-03-25,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-03-26,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-03-27,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-03-28,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-03-31,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-04-01,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-04-02,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-04-03,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,49,49,2,,C+
2025-04-04,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,49,50,1,,C+
2025-04-07,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,48,51,1,,C+
2025-04-08,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,47,51,2,,C+
2025-04-09,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,47,52,1,,C+
2025-04-10,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,47,52,1,,C+
2025-04-11,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,48,50,2,,C+
2025-04-14,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,48,50,2,,C+
2025-04-15,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-04-16,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-04-17,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-04-18,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-04-21,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,46,2,,C+
2025-04-22,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,47,3,,C+
2025-04-23,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-04-24,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,49,49,2,,C+
2025-04-25,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,47,51,2,,C+
2025-04-28,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,47,52,1,,C+
2025-04-29,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,47,51,2,,C+
2025-04-30,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,48,50,2,,C+
2025-05-01,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-05-02,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-05-05,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-05-06,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-05-07,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-05-08,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-05-09,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-05-12,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,46,2,,C+
2025-05-13,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-05-14,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-05-15,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,48,2,,C+
2025-05-16,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-05-19,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,49,49,2,,C+
2025-05-20,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,49,50,1,,C+
2025-05-21,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,49,49,2,,C+
2025-05-22,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,49,49,2,,C+
2025-05-23,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-05-26,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-05-27,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,46,2,,C+
2025-05-28,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,46,1,,C+
2025-05-29,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-05-30,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,46,1,,C+
2025-06-02,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,46,1,,C+
2025-06-03,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-04,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-05,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-06-06,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,50,49,1,,C+
2025-06-09,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-06-10,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-06-11,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-12,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,45,2,,C+
2025-06-13,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,53,45,2,,C+
2025-06-16,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,46,2,,C+
2025-06-16,Fox News,https://static.foxnews.com/foxnews.com/content/uploads/2025/06/fox_june-13-16-2025_national_topline_june-18-release.pdf,46,54,,1003 RV,A-
2025-06-17,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-17,InsiderAdvantage,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,54,44,2,1000 LV,C-
2025-06-18,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-18,Bullfinch Group/Exiled Policy,https://www.exiledpolicy.com/p/poll-voters-disapprove-of-congress,43,54,3,1006 RV,D
2025-06-19,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-20,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-20,Trafalgar,https://www.thetrafalgargroup.org/wp-content/uploads/2025/06/Trump-Approval-Report-062125.pdf,54.4,44.5,1.1,1085 LV,C-
2025-06-23,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,47,2,,C+
2025-06-23,Economist/YouGov,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uvch8qB.pdf,40,54,6,1590 A,A-
2025-06-23,Reuters/Ipsos,https://www.reuters.com/world/us/americans-worry-conflict-with-iran-could-escalate-reutersipsos-poll-finds-2025-06-23/,41,57,2,1139 A,B+
2025-06-24,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-24,American Pulse,https://s3.amazonaws.com/kajabi-storefronts-production/file-uploads/sites/24373/themes/2158162839/downloads/21cb32-c88-2208-3bd4-047cb00ebdd_250626_American_Pulse_-_Iran_the_Middle_East_Survey_-_Topline_Report.pdf,49.7,48.9,1.4,633 LV,C-
2025-06-24,John Zogby Strategies,https://johnzogbystrategies.com/wp-content/uploads/2025/06/S-Approval-US-Likely-062425.pdf,45.4,52.7,1.9,1006 LV,B+
2025-06-25,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,52,47,1,,C+
2025-06-25,Emmerson College,https://emersoncollegepolling.com/june-national-poll/,44.9,46.3,8.8,1000 RV,B+
2025-06-26,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
2025-06-26,Quinnipiac,https://poll.qu.edu/images/polling/us/us06262025_uzro63.pdf,41,54,5,979 RV,A-
2025-06-26,Tyson Group,https://tysongroup.co/wp-content/uploads/2025/06/June-2025-Issue-Survey.pdf,45,51,4,1027 A,C-
2025-06-26,RMG/Napolitan,https://napolitannews.org/assets/pdfs/685eb0c6b6b2d-gcm25-0625-toplines-trump-job-approval.pdf,51,47,2,,C-
2025-06-27,Rasmussen Reports,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,51,48,1,,C+
